,Techniques,Rule
3902,laTeral_movemenT,Resources/sigma-master/rules/windows/builtin/win_hack_smbexec.yml
3903,execuTion,Resources/sigma-master/rules/windows/builtin/win_hack_smbexec.yml
3904,T1077,Resources/sigma-master/rules/windows/builtin/win_hack_smbexec.yml
3905,T1021.002,Resources/sigma-master/rules/windows/builtin/win_hack_smbexec.yml
3906,T1035,Resources/sigma-master/rules/windows/builtin/win_hack_smbexec.yml
3907,T1569.002,Resources/sigma-master/rules/windows/builtin/win_hack_smbexec.yml
3908,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_obfuscated_iex_services_security.yml
3909,T1027,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_obfuscated_iex_services_security.yml
3910,credenTial_access,Resources/sigma-master/rules/windows/builtin/win_dpapi_domain_masterkey_backup_attempt.yml
3911,T1003,Resources/sigma-master/rules/windows/builtin/win_dpapi_domain_masterkey_backup_attempt.yml
3912,T1003.004,Resources/sigma-master/rules/windows/builtin/win_dpapi_domain_masterkey_backup_attempt.yml
3913,T1068,Resources/sigma-master/rules/windows/builtin/win_privesc_cve_2020_1472.yml
3914,privilege_escalaTion,Resources/sigma-master/rules/windows/builtin/win_privesc_cve_2020_1472.yml
3915,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_susp_dns_config.yml
3916,T1073,Resources/sigma-master/rules/windows/builtin/win_susp_dns_config.yml
3917,T1574.002,Resources/sigma-master/rules/windows/builtin/win_susp_dns_config.yml
3918,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_sysmon_channel_reference_deletion.yml
3919,T1112,Resources/sigma-master/rules/windows/builtin/win_sysmon_channel_reference_deletion.yml
3920,discovery,Resources/sigma-master/rules/windows/builtin/win_alert_ruler.yml
3921,execuTion,Resources/sigma-master/rules/windows/builtin/win_alert_ruler.yml
3922,T1087,Resources/sigma-master/rules/windows/builtin/win_alert_ruler.yml
3923,T1075,Resources/sigma-master/rules/windows/builtin/win_alert_ruler.yml
3924,T1114,Resources/sigma-master/rules/windows/builtin/win_alert_ruler.yml
3925,T1059,Resources/sigma-master/rules/windows/builtin/win_alert_ruler.yml
3926,T1550.002,Resources/sigma-master/rules/windows/builtin/win_alert_ruler.yml
3927,execuTion,Resources/sigma-master/rules/windows/builtin/win_mmc20_lateral_movement.yml
3928,T1175,Resources/sigma-master/rules/windows/builtin/win_mmc20_lateral_movement.yml
3929,T1021.003,Resources/sigma-master/rules/windows/builtin/win_mmc20_lateral_movement.yml
3930,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_remote_registry_management_using_reg_utility.yml
3931,T1112,Resources/sigma-master/rules/windows/builtin/win_remote_registry_management_using_reg_utility.yml
3932,discovery,Resources/sigma-master/rules/windows/builtin/win_remote_registry_management_using_reg_utility.yml
3933,T1012,Resources/sigma-master/rules/windows/builtin/win_remote_registry_management_using_reg_utility.yml
3934,credenTial_access,Resources/sigma-master/rules/windows/builtin/win_remote_registry_management_using_reg_utility.yml
3935,T1552.002,Resources/sigma-master/rules/windows/builtin/win_remote_registry_management_using_reg_utility.yml
3936,s0075,Resources/sigma-master/rules/windows/builtin/win_remote_registry_management_using_reg_utility.yml
3937,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_ad_object_writedac_access.yml
3938,T1222,Resources/sigma-master/rules/windows/builtin/win_ad_object_writedac_access.yml
3939,T1222.001,Resources/sigma-master/rules/windows/builtin/win_ad_object_writedac_access.yml
3940,s0002,Resources/sigma-master/rules/windows/builtin/win_alert_mimikatz_keywords.yml
3941,T1003,Resources/sigma-master/rules/windows/builtin/win_alert_mimikatz_keywords.yml
3942,laTeral_movemenT,Resources/sigma-master/rules/windows/builtin/win_alert_mimikatz_keywords.yml
3943,credenTial_access,Resources/sigma-master/rules/windows/builtin/win_alert_mimikatz_keywords.yml
3944,car.2013-07-001,Resources/sigma-master/rules/windows/builtin/win_alert_mimikatz_keywords.yml
3945,car.2019-04-004,Resources/sigma-master/rules/windows/builtin/win_alert_mimikatz_keywords.yml
3946,T1003.002,Resources/sigma-master/rules/windows/builtin/win_alert_mimikatz_keywords.yml
3947,T1003.004,Resources/sigma-master/rules/windows/builtin/win_alert_mimikatz_keywords.yml
3948,T1003.001,Resources/sigma-master/rules/windows/builtin/win_alert_mimikatz_keywords.yml
3949,T1003.006,Resources/sigma-master/rules/windows/builtin/win_alert_mimikatz_keywords.yml
3950,collecTion,Resources/sigma-master/rules/windows/builtin/win_susp_raccess_sensitive_fext.yml
3951,T1039,Resources/sigma-master/rules/windows/builtin/win_susp_raccess_sensitive_fext.yml
3952,persisTence,Resources/sigma-master/rules/windows/builtin/win_alert_active_directory_user_control.yml
3953,T1098,Resources/sigma-master/rules/windows/builtin/win_alert_active_directory_user_control.yml
3954,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_susp_dhcp_config_failed.yml
3955,T1073,Resources/sigma-master/rules/windows/builtin/win_susp_dhcp_config_failed.yml
3956,T1574.002,Resources/sigma-master/rules/windows/builtin/win_susp_dhcp_config_failed.yml
3957,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_use_rundll32_services_security.yml
3958,T1027,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_use_rundll32_services_security.yml
3959,execuTion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_use_rundll32_services_security.yml
3960,T1059.001,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_use_rundll32_services_security.yml
3961,execuTion,Resources/sigma-master/rules/windows/builtin/win_exploit_cve_2021_1675_printspooler.yml
3962,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_clip_services.yml
3963,T1027,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_clip_services.yml
3964,execuTion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_clip_services.yml
3965,T1059.001,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_clip_services.yml
3966,execuTion,Resources/sigma-master/rules/windows/builtin/win_security_powershell_script_installed_as_service.yml
3967,T1569.002,Resources/sigma-master/rules/windows/builtin/win_security_powershell_script_installed_as_service.yml
3968,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_disable_event_logging.yml
3969,T1054,Resources/sigma-master/rules/windows/builtin/win_disable_event_logging.yml
3970,T1562.002,Resources/sigma-master/rules/windows/builtin/win_disable_event_logging.yml
3971,T1110.003,Resources/sigma-master/rules/windows/builtin/win_susp_failed_logons_explicit_credentials.yml
3972,iniTial_access,Resources/sigma-master/rules/windows/builtin/win_susp_failed_logons_explicit_credentials.yml
3973,privilege_escalaTion,Resources/sigma-master/rules/windows/builtin/win_susp_failed_logons_explicit_credentials.yml
3974,execuTion,Resources/sigma-master/rules/windows/builtin/win_powershell_script_installed_as_service.yml
3975,T1569.002,Resources/sigma-master/rules/windows/builtin/win_powershell_script_installed_as_service.yml
3976,persisTence,Resources/sigma-master/rules/windows/builtin/win_rare_service_installs.yml
3977,privilege_escalaTion,Resources/sigma-master/rules/windows/builtin/win_rare_service_installs.yml
3978,T1050,Resources/sigma-master/rules/windows/builtin/win_rare_service_installs.yml
3979,car.2013-09-005,Resources/sigma-master/rules/windows/builtin/win_rare_service_installs.yml
3980,T1543.003,Resources/sigma-master/rules/windows/builtin/win_rare_service_installs.yml
3981,execuTion,Resources/sigma-master/rules/windows/builtin/win_exploit_cve_2021_1675_printspooler_security.yml
3982,laTeral_movemenT,Resources/sigma-master/rules/windows/builtin/win_susp_interactive_logons.yml
3983,T1078,Resources/sigma-master/rules/windows/builtin/win_susp_interactive_logons.yml
3984,T1110.003,Resources/sigma-master/rules/windows/builtin/win_susp_failed_logons_single_source_ntlm.yml
3985,iniTial_access,Resources/sigma-master/rules/windows/builtin/win_susp_failed_logons_single_source_ntlm.yml
3986,privilege_escalaTion,Resources/sigma-master/rules/windows/builtin/win_susp_failed_logons_single_source_ntlm.yml
3987,persisTence,Resources/sigma-master/rules/windows/builtin/win_susp_dsrm_password_change.yml
3988,T1098,Resources/sigma-master/rules/windows/builtin/win_susp_dsrm_password_change.yml
3989,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_net_ntlm_downgrade.yml
3990,T1089,Resources/sigma-master/rules/windows/builtin/win_net_ntlm_downgrade.yml
3991,T1562.001,Resources/sigma-master/rules/windows/builtin/win_net_ntlm_downgrade.yml
3992,T1112,Resources/sigma-master/rules/windows/builtin/win_net_ntlm_downgrade.yml
3993,laTeral_movemenT,Resources/sigma-master/rules/windows/builtin/win_protected_storage_service_access.yml
3994,T1021,Resources/sigma-master/rules/windows/builtin/win_protected_storage_service_access.yml
3995,T1021.002,Resources/sigma-master/rules/windows/builtin/win_protected_storage_service_access.yml
3996,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_susp_msmpeng_crash.yml
3997,T1089,Resources/sigma-master/rules/windows/builtin/win_susp_msmpeng_crash.yml
3998,T1211,Resources/sigma-master/rules/windows/builtin/win_susp_msmpeng_crash.yml
3999,T1562.001,Resources/sigma-master/rules/windows/builtin/win_susp_msmpeng_crash.yml
4000,credenTial_access,Resources/sigma-master/rules/windows/builtin/win_mal_wceaux_dll.yml
4001,T1003,Resources/sigma-master/rules/windows/builtin/win_mal_wceaux_dll.yml
4002,s0005,Resources/sigma-master/rules/windows/builtin/win_mal_wceaux_dll.yml
4003,laTeral_movemenT,Resources/sigma-master/rules/windows/builtin/win_susp_psexec.yml
4004,T1077,Resources/sigma-master/rules/windows/builtin/win_susp_psexec.yml
4005,T1021.002,Resources/sigma-master/rules/windows/builtin/win_susp_psexec.yml
4006,persisTence,Resources/sigma-master/rules/windows/builtin/win_security_mal_service_installs.yml
4007,privilege_escalaTion,Resources/sigma-master/rules/windows/builtin/win_security_mal_service_installs.yml
4008,T1003,Resources/sigma-master/rules/windows/builtin/win_security_mal_service_installs.yml
4009,T1035,Resources/sigma-master/rules/windows/builtin/win_security_mal_service_installs.yml
4010,T1050,Resources/sigma-master/rules/windows/builtin/win_security_mal_service_installs.yml
4011,car.2013-09-005,Resources/sigma-master/rules/windows/builtin/win_security_mal_service_installs.yml
4012,T1543.003,Resources/sigma-master/rules/windows/builtin/win_security_mal_service_installs.yml
4013,T1569.002,Resources/sigma-master/rules/windows/builtin/win_security_mal_service_installs.yml
4014,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_susp_backup_delete.yml
4015,T1107,Resources/sigma-master/rules/windows/builtin/win_susp_backup_delete.yml
4016,T1070.004,Resources/sigma-master/rules/windows/builtin/win_susp_backup_delete.yml
4017,command_and_conTrol,Resources/sigma-master/rules/windows/builtin/win_susp_ntlm_rdp.yml
4018,T1219,Resources/sigma-master/rules/windows/builtin/win_susp_ntlm_rdp.yml
4019,execuTion,Resources/sigma-master/rules/windows/builtin/win_audit_cve.yml
4020,T1203,Resources/sigma-master/rules/windows/builtin/win_audit_cve.yml
4021,privilege_escalaTion,Resources/sigma-master/rules/windows/builtin/win_audit_cve.yml
4022,T1068,Resources/sigma-master/rules/windows/builtin/win_audit_cve.yml
4023,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_audit_cve.yml
4024,T1211,Resources/sigma-master/rules/windows/builtin/win_audit_cve.yml
4025,credenTial_access,Resources/sigma-master/rules/windows/builtin/win_audit_cve.yml
4026,T1212,Resources/sigma-master/rules/windows/builtin/win_audit_cve.yml
4027,laTeral_movemenT,Resources/sigma-master/rules/windows/builtin/win_audit_cve.yml
4028,T1210,Resources/sigma-master/rules/windows/builtin/win_audit_cve.yml
4029,impacT,Resources/sigma-master/rules/windows/builtin/win_audit_cve.yml
4030,T1499.004,Resources/sigma-master/rules/windows/builtin/win_audit_cve.yml
4031,credenTial_access,Resources/sigma-master/rules/windows/builtin/win_susp_kerberos_manipulation.yml
4032,T1212,Resources/sigma-master/rules/windows/builtin/win_susp_kerberos_manipulation.yml
4033,persisTence,Resources/sigma-master/rules/windows/builtin/win_apt_chafer_mar18_system.yml
4034,g0049,Resources/sigma-master/rules/windows/builtin/win_apt_chafer_mar18_system.yml
4035,T1053,Resources/sigma-master/rules/windows/builtin/win_apt_chafer_mar18_system.yml
4036,T1053.005,Resources/sigma-master/rules/windows/builtin/win_apt_chafer_mar18_system.yml
4037,s0111,Resources/sigma-master/rules/windows/builtin/win_apt_chafer_mar18_system.yml
4038,T1050,Resources/sigma-master/rules/windows/builtin/win_apt_chafer_mar18_system.yml
4039,T1543.003,Resources/sigma-master/rules/windows/builtin/win_apt_chafer_mar18_system.yml
4040,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_apt_chafer_mar18_system.yml
4041,T1112,Resources/sigma-master/rules/windows/builtin/win_apt_chafer_mar18_system.yml
4042,command_and_conTrol,Resources/sigma-master/rules/windows/builtin/win_apt_chafer_mar18_system.yml
4043,T1071,Resources/sigma-master/rules/windows/builtin/win_apt_chafer_mar18_system.yml
4044,T1071.004,Resources/sigma-master/rules/windows/builtin/win_apt_chafer_mar18_system.yml
4045,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_alert_enable_weak_encryption.yml
4046,T1089,Resources/sigma-master/rules/windows/builtin/win_alert_enable_weak_encryption.yml
4047,T1562.001,Resources/sigma-master/rules/windows/builtin/win_alert_enable_weak_encryption.yml
4048,laTeral_movemenT,Resources/sigma-master/rules/windows/builtin/win_dce_rpc_smb_spoolss_named_pipe.yml
4049,T1021.002,Resources/sigma-master/rules/windows/builtin/win_dce_rpc_smb_spoolss_named_pipe.yml
4050,exfilTraTion,Resources/sigma-master/rules/windows/builtin/win_tap_driver_installation.yml
4051,T1048,Resources/sigma-master/rules/windows/builtin/win_tap_driver_installation.yml
4052,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_use_clip_services_security.yml
4053,T1027,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_use_clip_services_security.yml
4054,execuTion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_use_clip_services_security.yml
4055,T1059.001,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_use_clip_services_security.yml
4056,defense_evasion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_compress_services.yml
4057,T1027,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_compress_services.yml
4058,execuTion,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_compress_services.yml
4059,T1059.001,Resources/sigma-master/rules/windows/builtin/win_invoke_obfuscation_via_compress_services.yml
4060,credenTial_access,Resources/sigma-master/rules/windows/builtin/win_security_mal_creddumper.yml
4061,execuTion,Resources/sigma-master/rules/windows/builtin/win_security_mal_creddumper.yml
4062,T1003,Resources/sigma-master/rules/windows/builtin/win_security_mal_creddumper.yml
4063,T1003.001,Resources/sigma-master/rules/windows/builtin/win_security_mal_creddumper.yml
4064,T1003.002,Resources/sigma-master/rules/windows/builtin/win_security_mal_creddumper.yml
4065,T1003.004,Resources/sigma-master/rules/windows/builtin/win_security_mal_creddumper.yml
4066,T1003.005,Resources/sigma-master/rules/windows/builtin/win_security_mal_creddumper.yml
4067,T1003.006,Resources/sigma-master/rules/windows/builtin/win_security_mal_creddumper.yml
4068,T1035,Resources/sigma-master/rules/windows/builtin/win_security_mal_creddumper.yml
4069,T1569.002,Resources/sigma-master/rules/windows/builtin/win_security_mal_creddumper.yml
4070,s0005,Resources/sigma-master/rules/windows/builtin/win_security_mal_creddumper.yml
